,觀測時間(day),測站氣壓(hPa),最高氣溫(℃),最低氣溫(℃),相對溼度(%)
84,24,1009.1,26.0,23.1,83
85,25,1007.9,26.0,24.4,91
86,26,1006.2,32.7,25.7,81
87,27,1005.8,32.6,25.8,66
88,28,1005.6,34.1,26.2,64
89,29,1007.4,34.8,27.0,65
90,30,1009.7,33.5,26.8,64
91,1,1002.8,36.2,25.4,71
92,2,1005.1,29.0,25.1,84
93,3,1005.4,34.2,25.4,69
94,4,1005.9,34.5,26.2,77
95,5,1006.1,34.3,27.0,72
96,6,1004.7,36.7,26.8,63
97,7,1004.4,35.0,27.8,65
98,8,1004.6,36.2,27.5,65
99,9,1004.1,35.5,27.5,61
100,10,1004.9,35.0,28.1,66
101,11,1005.5,34.7,27.6,66
102,12,1005.3,35.1,28.0,70
103,13,1004.8,36.4,27.1,67
104,14,1004.0,34.8,28.1,68
105,15,1002.8,34.5,28.6,68
106,16,1003.5,34.6,27.8,73
107,17,1003.8,34.2,27.8,69
108,18,1003.0,33.4,27.7,71
109,19,1004.6,34.3,28.0,72
110,20,1006.0,34.9,28.4,69
111,21,1003.8,36.3,27.3,63
112,22,1002.3,37.2,27.6,59
113,23,1002.2,36.5,28.0,60
114,24,1002.3,36.4,27.6,65
115,25,1006.7,35.2,24.9,78
116,26,1006.3,35.7,25.2,66
117,27,1004.8,36.5,27.3,62
118,28,1005.6,33.3,27.1,72
119,29,1006.2,34.8,26.8,71
120,30,1004.5,35.6,27.8,69
121,31,1003.0,35.3,27.0,71
122,1,1002.5,33.1,28.4,64
123,2,1003.5,30.5,25.7,79
124,3,1002.3,32.5,27.2,76
125,4,1001.7,34.0,26.5,82
126,5,1003.1,34.1,25.6,86
127,6,1004.6,34.6,25.2,75
128,7,1006.0,35.1,26.8,78
129,8,1004.7,35.3,26.3,71
130,9,1002.8,35.3,27.4,72
131,10,1003.2,36.2,28.8,71
132,11,1003.9,36.9,28.1,70
133,12,1004.0,34.9,28.5,68
134,13,1002.7,35.0,28.4,68
135,14,1001.6,35.4,27.6,63
136,15,1001.2,36.0,28.1,58
137,16,1000.4,37.8,27.2,56
138,17,1000.7,36.8,28.4,62
139,18,1001.6,36.1,28.5,67
140,19,1004.8,34.9,26.9,78
141,20,1007.4,35.1,26.5,81
142,21,1007.9,37.5,25.7,66
143,22,1006.3,37.8,28.2,66
144,23,1004.3,38.3,28.9,62
145,24,1003.3,37.9,28.8,63
146,25,1004.8,37.2,29.2,67
147,26,1004.6,34.6,28.1,67
148,27,1003.9,35.9,27.7,67
149,28,1003.1,35.4,27.6,69
150,29,1001.5,35.2,25.8,69
151,30,999.5,34.0,25.5,76
152,31,1000.1,35.0,27.9,67
153,1,1003.4,33.4,24.3,77
154,2,1002.5,34.6,27.0,71
155,3,1003.3,33.9,26.1,73
156,4,1003.2,33.9,25.9,74
157,5,999.6,35.8,25.9,64
158,6,999.2,33.2,23.8,78
159,7,1003.6,25.6,20.2,94
160,8,1005.7,23.1,21.7,94
161,9,1005.0,29.3,21.8,90
162,10,1002.9,31.0,23.9,87
163,11,1004.6,32.3,23.5,84
164,12,1005.2,26.2,23.0,94
165,13,1001.9,34.9,23.7,75
166,14,1003.3,35.2,25.3,72
167,15,1006.2,28.3,25.1,91
168,16,1006.5,29.8,23.8,87
169,17,1004.9,31.7,24.6,78
170,18,1004.2,35.1,25.9,69
171,19,1004.0,34.6,26.3,72
172,20,1002.2,34.5,25.9,68
173,21,1003.6,33.6,26.9,71
174,22,1006.7,35.2,26.1,70
175,23,1007.1,35.6,26.4,74
176,24,1005.6,34.8,24.9,80
177,25,1005.4,33.6,24.5,82
178,26,1007.0,34.8,25.2,76
179,27,1005.6,34.3,26.8,76
180,28,1002.5,33.6,26.1,69
181,29,1001.3,33.5,27.5,70
182,30,1001.4,33.6,27.3,62
183,1,1020.3,17.1,14.9,57
184,2,1018.1,20.4,14.4,67
185,3,1019.5,20.1,12.8,59
186,4,1020.2,20.8,12.8,60
187,5,1017.7,21.5,16.4,83
188,6,1016.6,22.3,17.0,90
189,7,1019.6,20.1,17.8,72
190,8,1020.2,23.4,17.9,62
191,9,1018.3,23.0,19.8,73
192,10,1017.5,24.1,20.4,73
193,11,1017.2,25.6,19.8,77
194,12,1018.7,21.0,18.1,88
195,13,1019.4,19.4,17.1,88
196,14,1015.3,24.4,17.5,78
197,15,1012.9,27.2,18.4,72
198,16,1013.1,26.8,18.8,79
199,17,1019.0,21.1,14.5,73
200,18,1022.4,16.4,14.3,66
201,19,1020.5,20.0,15.2,58
202,20,1016.0,22.5,17.0,70
203,21,1011.8,19.8,17.5,93
204,22,1013.6,18.5,17.1,92
205,23,1012.8,22.5,17.4,89
206,24,1013.6,20.3,18.7,90
207,25,1021.4,18.9,14.0,83
208,26,1025.8,15.2,13.0,86
209,27,1025.4,14.0,12.3,91
210,28,1020.9,19.5,14.0,87
211,29,1020.1,20.8,15.8,85
212,30,1023.2,17.0,15.5,67
213,31,1023.3,17.8,14.9,71
214,1,1006.4,31.1,25.2,80
215,2,1008.7,32.3,25.9,74
216,3,1010.1,33.6,26.6,60
217,4,1010.3,33.8,28.2,63
218,5,1009.5,32.8,27.4,63
219,6,1006.5,32.4,27.4,67
220,7,1005.0,33.5,28.0,63
221,8,1005.9,33.1,28.3,65
222,9,1007.3,32.3,27.3,68
223,10,1006.0,33.0,27.4,70
224,11,1002.0,28.5,25.5,90
225,12,1000.6,31.3,25.5,83
226,13,1005.3,29.3,25.9,85
227,14,1007.3,29.7,26.3,76
228,15,1007.7,31.7,26.3,67
229,16,1011.4,32.4,23.3,74
230,17,1018.1,23.4,20.6,73
231,18,1015.7,25.1,20.2,73
232,19,1015.3,26.5,22.3,73
233,20,1013.0,26.1,22.6,81
234,21,1012.3,24.5,20.0,89
235,22,1016.9,20.5,19.1,93
236,23,1017.7,20.7,19.2,89
237,24,1015.5,21.0,19.5,96
238,25,1014.3,23.3,20.3,92
239,26,1013.3,26.4,21.0,76
240,27,1014.7,25.5,22.5,73
241,28,1016.0,26.5,21.5,63
242,29,1016.1,25.0,20.8,70
243,30,1016.5,23.1,20.9,80
244,31,1016.2,26.8,21.9,79
245,1,1012.3,20.5,16.3,85
246,2,1013.4,17.0,15.1,89
247,3,1013.4,22.0,16.0,82
248,4,1010.8,25.1,19.8,83
249,5,1008.1,27.2,22.7,82
250,6,1008.8,27.9,22.8,81
251,7,1010.2,28.7,22.4,74
252,8,1010.2,28.8,23.0,81
253,9,1009.6,27.4,23.8,82
254,10,1007.0,30.9,23.6,82
255,11,1006.4,28.1,23.3,88
256,12,1004.9,31.4,23.4,87
257,13,1002.8,29.2,23.2,86
258,14,1007.7,23.3,21.1,92
259,15,1009.9,21.2,17.6,89
260,16,1010.3,18.8,16.9,93
261,17,1011.1,23.3,17.1,75
262,18,1011.2,27.5,20.8,78
263,19,1008.0,27.1,23.1,84
264,20,1005.1,26.6,22.7,83
265,21,1005.5,24.4,21.4,81
266,22,1005.3,23.6,21.4,88
267,23,1005.6,26.1,22.5,90
268,24,1007.8,24.5,22.4,93
269,25,1005.7,23.7,22.2,99
270,26,1002.3,28.0,21.1,95
271,27,1002.8,23.7,21.3,96
272,28,1003.2,29.8,22.7,92
273,29,1002.6,33.6,24.0,77
274,30,1002.8,33.2,25.2,77
275,31,1004.9,29.4,25.0,93
276,1,1020.9,17.6,15.3,75
277,2,1020.6,16.0,13.6,90
278,3,1020.8,17.2,13.2,79
279,4,1019.9,22.0,16.6,66
280,5,1016.0,26.8,18.5,67
281,6,1013.9,27.7,18.0,71
282,7,1013.9,23.3,20.4,74
283,8,1012.5,25.2,20.3,67
284,9,1009.9,29.1,20.1,62
285,10,1008.6,30.8,21.1,63
286,11,1007.2,31.1,23.1,67
287,12,1005.3,31.9,23.0,65
288,13,1003.2,31.8,23.5,67
289,14,1006.1,24.3,20.1,82
290,15,1011.4,21.1,18.3,81
291,16,1012.8,21.7,17.4,65
292,17,1013.8,19.8,16.1,72
293,18,1013.8,21.7,18.5,77
294,19,1015.3,18.9,16.2,79
295,20,1012.0,22.5,16.3,78
296,21,1010.3,26.5,19.3,85
297,22,1009.3,31.7,20.4,73
298,23,1007.2,30.7,23.9,77
299,24,1006.4,31.5,23.8,80
300,25,1005.8,31.2,24.1,81
301,26,1004.5,34.1,24.0,75
302,27,1007.1,30.6,25.1,80
303,28,1008.1,30.6,24.9,79
304,29,1009.1,31.9,20.5,81
305,30,1011.2,22.4,20.2,84
306,1,1021.5,20.1,14.9,85
307,2,1020.4,18.9,14.7,82
308,3,1018.7,21.0,16.5,77
309,4,1017.5,19.3,17.1,89
310,5,1014.5,21.1,18.2,88
311,6,1018.8,18.4,14.6,86
312,7,1020.3,18.0,14.5,81
313,8,1017.9,18.2,15.3,75
314,9,1014.9,19.7,16.6,78
315,10,1013.7,19.7,16.2,85
316,11,1018.3,16.4,12.7,76
317,12,1018.4,14.5,12.0,79
318,13,1019.4,15.4,13.2,74
319,14,1018.6,18.0,12.8,61
320,15,1018.0,20.9,14.9,78
321,16,1017.8,23.7,14.8,81
322,17,1018.4,18.2,15.8,91
323,18,1017.8,16.8,15.5,90
324,19,1016.3,18.3,15.8,87
325,20,1016.8,18.6,15.9,82
326,21,1016.1,18.7,15.6,91
327,22,1011.6,20.7,17.4,92
328,23,1008.6,23.8,17.6,92
329,24,1012.2,18.7,16.9,91
330,25,1014.0,21.6,16.9,83
331,26,1013.6,25.8,18.4,82
332,27,1014.1,25.7,19.1,80
333,28,1014.2,20.1,17.5,85
334,29,1011.2,18.3,16.2,87
335,30,1015.3,16.3,12.4,85
336,31,1018.1,18.3,13.4,65
337,1,1013.5,28.6,18.2,70
338,2,1015.1,21.7,17.9,81
339,3,1013.0,25.8,17.9,76
340,4,1010.4,27.1,18.2,74
341,5,1011.3,22.7,19.5,75
342,6,1013.2,20.8,17.3,75
343,7,1013.7,17.9,12.7,90
344,8,1015.0,20.9,11.9,62
345,9,1013.7,26.4,13.4,58
346,10,1012.4,25.9,18.3,61
347,11,1011.0,27.4,16.6,62
348,12,1009.7,29.0,19.5,63
349,13,1009.6,29.8,20.2,64
350,14,1008.8,28.5,20.1,63
351,15,1007.9,29.4,19.6,69
352,16,1007.6,30.0,22.4,68
353,17,1005.7,29.6,22.2,74
354,18,1005.9,24.1,18.0,79
355,19,1007.8,28.2,17.3,75
356,20,1010.1,28.4,21.2,75
357,21,1010.4,26.4,20.5,85
358,22,1011.9,22.0,16.5,87
359,23,1013.0,17.8,14.1,90
360,24,1012.4,21.9,14.4,84
361,25,1007.7,29.2,19.0,81
362,26,1007.5,27.6,18.1,88
363,27,1012.8,18.4,14.9,89
364,28,1016.4,17.7,15.0,93
365,29,1014.3,24.6,17.7,83
366,30,1013.2,28.6,20.8,82
367,31,1015.1,24.5,17.5,85
368,1,1016.3,19.1,15.6,87
369,2,1016.4,20.6,15.8,90
370,3,1014.7,17.4,15.4,95
371,4,1018.2,15.6,13.3,90
372,5,1021.6,14.7,13.1,83
373,6,1021.0,16.0,13.4,84
374,7,1014.2,22.4,14.3,82
375,8,1017.5,18.0,14.4,81
376,9,1015.8,18.0,15.8,90
377,10,1015.5,19.9,16.3,90
378,11,1013.3,25.4,17.0,81
379,12,1013.0,19.6,17.8,89
380,13,1011.2,21.0,15.5,86
381,14,1015.2,16.6,14.0,86
382,15,1014.8,19.5,15.8,74
383,16,1014.1,19.5,15.8,84
384,17,1013.1,19.1,16.2,88
385,18,1013.1,18.1,15.6,93
386,19,1015.0,17.8,12.7,92
387,20,1021.7,12.9,10.3,90
388,21,1020.4,15.3,10.6,93
389,22,1019.5,16.0,14.3,94
390,23,1021.6,14.7,12.5,92
391,24,1023.5,14.7,12.3,86
392,25,1020.2,20.0,13.5,82
393,26,1017.6,23.6,14.1,82
394,27,1017.2,21.5,16.0,70
395,28,1014.8,27.8,17.1,65
396,1,1002.7,36.4,28.4,63
397,2,1003.7,35.7,28.7,67
398,3,1003.9,35.6,27.5,69
399,4,1005.3,34.4,28.6,73
400,5,1004.4,34.7,28.6,63
401,6,1002.9,35.9,27.9,71
402,7,1008.2,34.6,27.7,76
403,8,1008.1,34.8,27.7,70
404,9,1006.8,36.8,27.8,65
405,10,1007.7,35.0,28.4,70
406,11,1008.8,35.8,27.4,67
407,12,1007.7,35.8,28.2,76
408,13,1006.3,35.4,25.0,77
409,14,1005.9,34.7,26.1,70
410,15,1005.5,35.8,28.0,59
411,16,1005.2,36.1,28.9,59
412,17,1002.4,35.4,28.3,63
413,18,1001.1,34.7,27.9,64
414,19,1001.0,36.0,28.6,66
415,20,1001.5,34.8,28.0,73
416,21,999.3,33.6,25.7,82
417,22,993.6,30.8,26.3,92
418,23,990.4,29.2,25.8,93
419,24,989.8,30.8,24.9,84
420,25,991.2,37.8,26.3,62
421,26,992.4,37.5,28.2,64
422,27,992.4,37.4,26.7,67
423,28,994.2,36.8,27.2,76
424,29,997.4,35.4,27.8,80
425,30,998.4,35.2,27.0,79
426,31,997.6,34.0,25.6,86
427,1,1004.5,30.5,23.8,89
428,2,1006.7,30.9,23.6,85
429,3,1008.4,29.9,22.2,87
430,4,1013.4,23.0,17.4,88
431,5,1016.5,20.5,16.4,60
432,6,1015.7,21.9,16.4,69
433,7,1013.6,23.8,17.3,68
434,8,1011.9,22.9,16.5,84
435,9,1015.8,17.9,16.1,95
436,10,1016.7,20.7,16.8,95
437,11,1014.3,30.1,19.3,79
438,12,1012.2,30.0,21.0,79
439,13,1011.4,30.1,20.4,86
440,14,1012.5,21.3,17.7,90
441,15,1010.7,23.5,18.9,84
442,16,1010.9,25.5,19.1,83
443,17,1014.1,26.3,20.1,71
444,18,1014.5,22.9,19.6,58
445,19,1011.2,25.4,19.5,64
446,20,1009.9,28.5,20.8,57
447,21,1008.3,29.6,22.2,68
448,22,1004.0,30.7,23.5,75
449,23,1004.8,27.9,22.8,78
450,24,1007.7,28.6,22.9,74
451,25,1010.0,24.6,21.7,74
452,26,1010.8,28.1,21.6,62
453,27,1011.8,29.1,22.1,69
454,28,1011.8,23.2,21.2,91
455,29,1009.9,21.7,17.2,87
456,30,1008.2,30.6,15.9,66
457,1,1012.3,27.4,16.9,79
458,2,1018.3,22.0,14.3,87
459,3,1017.4,18.3,14.6,85
460,4,1015.7,21.8,16.2,91
461,5,1013.6,23.6,17.0,85
462,6,1014.5,20.9,15.6,96
463,7,1016.7,19.7,16.9,94
464,8,1017.5,19.8,17.3,90
465,9,1017.3,23.6,17.7,87
466,10,1018.6,21.3,17.5,86
467,11,1015.9,27.5,18.7,78
468,12,1016.6,23.5,18.5,85
469,13,1016.5,21.5,17.7,68
470,14,1013.8,23.4,18.4,68
471,15,1011.1,28.9,18.0,69
472,16,1010.4,30.0,19.1,68
473,17,1010.8,26.0,20.3,84
474,18,1010.4,24.9,19.5,90
475,19,1009.0,26.8,19.9,81
476,20,1008.1,27.7,19.1,82
477,21,1015.8,20.8,14.8,80
478,22,1021.9,15.9,11.9,86
479,23,1017.2,19.7,15.1,67
480,24,1013.9,18.4,14.4,89
481,25,1015.4,21.3,12.2,85
482,26,1011.7,27.1,18.3,78
483,27,1008.1,29.4,18.4,76
484,28,1005.4,29.1,20.4,84
485,29,1004.5,29.9,21.5,83
486,30,1003.4,30.4,22.0,88
487,31,1004.2,28.5,21.1,90
488,1,1016.6,25.4,22.6,76
489,2,1015.7,23.9,22.4,77
490,3,1013.9,25.4,21.7,79
491,4,1012.3,24.4,21.8,82
492,5,1008.7,29.7,21.3,78
493,6,1007.4,29.1,23.4,79
494,7,1009.0,28.8,22.8,77
495,8,1014.2,25.0,16.4,79
496,9,1017.0,18.9,16.6,60
497,10,1015.9,20.6,15.0,64
498,11,1015.2,23.7,13.9,62
499,12,1016.9,20.5,17.4,73
500,13,1015.9,20.3,16.9,89
501,14,1015.9,20.5,17.3,77
502,15,1014.5,25.0,17.9,69
503,16,1013.8,27.8,21.6,67
504,17,1012.7,24.9,22.6,76
505,18,1010.3,22.6,20.2,88
506,19,1008.9,26.1,19.4,83
507,20,1010.2,23.5,21.4,86
508,21,1009.8,28.3,20.7,75
509,22,1014.7,23.1,15.5,82
510,23,1018.7,16.2,14.4,86
511,24,1017.4,19.4,16.1,73
512,25,1015.0,22.2,19.0,85
513,26,1017.0,20.5,17.2,89
514,27,1019.3,20.7,16.9,91
515,28,1016.3,23.5,19.6,80
516,29,1012.5,26.8,21.3,74
517,30,1014.1,24.0,16.9,76
518,1,1006.7,35.4,27.9,64
519,2,1005.7,34.4,27.5,72
520,3,1004.6,34.2,26.8,70
521,4,1006.0,34.1,26.4,79
522,5,1006.1,33.9,25.6,70
523,6,1007.7,34.9,27.9,74
524,7,1007.0,34.9,26.5,68
525,8,1005.9,35.2,27.6,64
526,9,1006.0,35.3,28.2,60
527,10,1004.5,35.1,28.4,64
528,11,998.3,32.7,27.0,73
529,12,993.3,28.6,25.0,87
530,13,1001.9,34.5,25.6,69
531,14,1007.2,34.7,27.1,70
532,15,1007.3,34.3,25.1,78
533,16,1006.0,32.7,24.8,76
534,17,1007.1,33.6,26.4,78
535,18,1008.5,33.8,26.2,77
536,19,1008.0,34.8,27.0,71
537,20,1007.1,35.4,27.2,68
538,21,1006.4,34.8,27.3,71
539,22,1008.6,34.7,26.3,68
540,23,1010.7,34.4,26.7,67
541,24,1011.4,32.8,27.1,74
542,25,1010.4,31.4,26.8,72
543,26,1009.0,31.6,25.9,76
544,27,1007.1,31.8,26.9,76
545,28,1005.8,31.7,26.1,74
546,29,1004.2,33.7,23.7,71
547,30,1004.8,34.3,24.5,72
548,1,994.7,30.3,25.7,87
549,2,994.8,33.4,26.4,85
550,3,995.4,30.8,26.2,88
551,4,996.6,33.0,26.0,86
552,5,995.7,33.3,26.0,85
553,6,994.5,27.8,25.2,91
554,7,994.9,26.4,24.7,98
555,8,1001.0,34.6,24.5,84
556,9,1003.3,33.5,27.0,86
557,10,1004.4,33.5,25.9,80
558,11,1005.9,34.0,26.2,82
559,12,1005.6,34.8,26.3,77
560,13,1003.4,35.1,26.0,85
561,14,1004.0,34.0,25.4,88
562,15,1007.6,31.9,25.9,83
563,16,1009.0,34.6,26.9,77
564,17,1007.0,34.6,27.1,73
565,18,1005.7,31.8,26.5,78
566,19,1006.0,33.8,24.3,81
567,20,1006.5,33.5,25.1,76
568,21,1005.6,33.7,26.2,81
569,22,1004.2,33.4,26.0,77
570,23,1004.0,34.2,27.5,73
571,24,1005.0,34.7,26.2,80
572,25,1006.7,34.5,26.3,80
573,26,1008.6,34.2,25.8,71
574,27,1008.5,35.0,26.9,66
575,28,1007.8,34.3,27.5,64
576,29,1007.8,34.3,28.8,63
577,30,1008.2,34.1,28.8,64
578,31,1007.6,34.6,29.0,65
579,1,1018.9,19.8,18.0,97
580,2,1017.6,22.1,17.8,85
581,3,1019.1,18.1,15.9,90
582,4,1018.3,18.3,16.3,94
583,5,1018.5,19.6,16.1,92
584,6,1016.9,20.7,18.0,94
585,7,1017.1,23.0,19.4,91
586,8,1017.2,20.6,18.0,93
587,9,1014.4,20.9,17.6,100
588,10,1013.1,23.2,20.1,93
589,11,1012.2,22.2,19.7,96
590,12,1012.5,22.8,17.9,83
591,13,1012.1,25.1,17.5,76
592,14,1016.8,20.3,15.7,85
593,15,1019.9,16.2,15.0,99
594,16,1020.7,16.2,14.8,100
595,17,1018.6,19.5,14.7,91
596,18,1016.9,21.3,15.9,90
597,19,1021.2,18.7,15.4,89
598,20,1021.5,17.8,15.2,92
599,21,1020.0,16.9,14.4,94
600,22,1016.5,22.5,16.0,89
601,23,1012.5,20.5,18.6,98
602,24,1013.0,19.9,17.8,88
603,25,1016.5,18.0,16.3,83
604,26,1014.6,25.8,17.1,80
605,27,1013.2,24.5,17.4,83
606,28,1012.4,21.8,17.8,82
607,29,1010.2,26.4,19.0,79
608,30,1022.3,20.5,10.3,70
609,31,1025.3,11.5,7.6,62
610,1,1004.2,32.8,23.3,90
611,2,1004.6,33.5,23.9,86
612,3,1002.7,35.5,25.7,74
613,4,1001.0,33.3,24.8,87
614,5,1000.6,26.8,21.8,95
615,6,1003.1,25.1,22.1,94
616,7,1006.4,30.2,23.8,87
617,8,1006.7,34.1,24.7,77
618,9,1005.5,32.7,25.9,74
619,10,1003.9,33.8,25.4,73
620,11,1004.5,33.6,25.0,74
621,12,1006.8,34.6,27.0,73
622,13,1006.3,33.6,26.6,75
623,14,1002.3,35.0,27.1,66
624,15,999.9,34.2,28.3,64
625,16,1001.0,35.9,28.7,58
626,17,1002.4,36.6,28.0,58
627,18,1001.0,37.0,29.4,58
628,19,998.9,36.8,29.6,56
629,20,997.9,36.3,28.5,60
630,21,998.6,35.2,28.8,64
631,22,1001.3,30.6,24.4,87
632,23,1004.1,28.3,23.4,90
633,24,1004.0,29.5,23.7,86
634,25,1003.7,29.6,25.4,87
635,26,1003.4,34.0,24.9,76
636,27,1001.7,35.2,26.6,67
637,28,1000.2,34.6,26.9,64
638,29,1000.8,35.8,28.7,60
639,30,1002.0,34.7,27.9,66
640,1,1008.4,31.1,20.7,66
641,2,1011.2,31.4,21.5,71
642,3,1010.4,29.7,25.1,71
643,4,1008.0,32.3,24.6,68
644,5,1011.7,26.9,19.8,81
645,6,1011.8,28.9,20.0,82
646,7,1008.8,32.4,23.4,73
647,8,1006.6,30.8,24.9,80
648,9,1006.1,32.1,23.6,76
649,10,1005.3,32.4,25.3,73
650,11,1004.4,35.4,25.8,71
651,12,1005.0,37.0,26.1,67
652,13,1005.8,34.1,26.7,68
653,14,1006.4,33.7,27.0,72
654,15,1005.9,34.7,26.9,74
655,16,1005.3,35.9,27.3,69
656,17,1006.4,34.6,27.4,69
657,18,1006.8,32.6,27.5,76
658,19,1005.4,34.5,26.6,78
659,20,1005.1,35.5,26.0,69
660,21,1004.9,35.3,26.7,73
661,22,1004.4,34.0,26.4,76
662,23,1005.1,35.5,27.3,73
663,24,1006.9,34.6,24.4,80
664,25,1007.8,32.3,24.4,80
665,26,1005.4,33.6,25.8,70
666,27,1004.5,37.6,26.4,64
667,28,1004.3,38.2,27.8,67
668,29,1003.3,28.0,23.9,83
669,30,1001.4,28.7,25.0,92
670,31,1003.0,25.9,23.4,95
671,1,1015.7,24.4,14.8,67
672,2,1019.0,20.3,14.6,75
673,3,1019.3,23.2,16.2,58
674,4,1018.6,23.8,15.8,67
675,5,1015.5,27.2,18.3,65
676,6,1014.3,25.0,16.2,73
677,7,1014.3,27.4,16.8,72
678,8,1017.7,21.0,16.6,80
679,9,1018.0,18.5,15.5,80
680,10,1010.4,24.5,17.9,79
681,11,1007.1,21.2,17.2,94
682,12,1010.9,23.1,17.4,88
683,13,1012.9,20.8,17.9,93
684,14,1010.8,22.5,16.2,86
685,15,1012.6,23.9,14.8,70
686,16,1012.5,25.5,18.0,66
687,17,1019.0,18.4,14.0,72
688,18,1024.1,17.8,12.2,52
689,19,1020.1,19.9,12.1,56
690,20,1016.5,24.3,11.9,67
691,21,1014.4,24.8,13.2,65
692,22,1012.9,27.2,14.4,64
693,23,1012.6,26.7,17.3,72
694,24,1010.0,27.6,19.9,68
695,25,1006.9,28.4,19.9,72
696,26,1007.1,24.6,19.0,81
697,27,1012.1,19.1,16.1,93
698,28,1013.4,20.0,16.1,85
699,1,1011.3,29.8,22.3,70
700,2,1011.9,28.3,22.3,71
701,3,1015.5,24.9,18.7,72
702,4,1016.0,25.0,18.7,63
703,5,1014.3,26.0,21.4,74
704,6,1009.4,31.3,22.5,79
705,7,1010.6,32.6,22.8,70
706,8,1016.8,22.9,19.7,83
707,9,1017.4,21.7,19.6,70
708,10,1018.5,21.7,19.0,75
709,11,1019.5,25.6,20.6,63
710,12,1016.9,24.4,20.9,82
711,13,1015.7,23.4,20.9,96
712,14,1016.8,23.4,20.6,83
713,15,1015.5,28.8,21.8,71
714,16,1013.8,29.0,22.5,73
715,17,1011.8,29.4,24.1,69
716,18,1009.2,32.8,22.3,68
717,19,1008.5,32.7,22.9,67
718,20,1010.4,30.4,23.7,77
719,21,1012.3,25.3,22.7,89
720,22,1014.7,30.3,21.4,79
721,23,1017.8,23.4,20.8,85
722,24,1017.0,25.9,21.4,76
723,25,1015.2,28.6,22.2,73
724,26,1015.5,30.2,22.9,67
725,27,1018.4,24.2,20.7,78
726,28,1019.2,22.5,18.5,83
727,29,1019.6,20.6,17.9,88
728,30,1020.6,21.1,18.1,87
729,1,1021.6,15.9,11.0,65
730,2,1020.3,15.9,12.7,78
731,3,1019.0,22.0,14.6,78
732,4,1017.1,21.1,16.0,93
