"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1007.5","1010.6","1009.2","2022-05-10 00:01","1005.7","2022-05-10 14:50","27.4","31.7","2022-05-10 12:14","23.9","2022-05-10 02:26","22.4","75","54","2022-05-10 12:14","2.0","20","9.0","230","2022-05-10 14:27","T","0.4","T","2022-05-10 18:32","T","2022-05-10 18:32","7.0","53.3","22.86","19.3","...","11","2022-05-10 12:00","6.5"
"11","1006.6","1009.7","1008.6","2022-05-11 08:41","1005.4","2022-05-11 02:16","27.3","30.1","2022-05-11 13:44","24.1","2022-05-11 08:42","23.1","78","61","2022-05-11 14:42","1.4","20","8.6","150","2022-05-11 07:30","2.5","1.8","1.0","2022-05-11 08:24","2.5","2022-05-11 08:05","0.5","3.8","11.51","19.5","...","8","2022-05-11 13:00","9.3"
"12","1005.9","1009.0","1007.0","2022-05-12 08:53","1005.1","2022-05-12 15:23","27.0","29.6","2022-05-12 11:20","25.6","2022-05-12 04:37","23.1","79","68","2022-05-12 23:35","2.1","190","10.4","200","2022-05-12 12:27","1.0","3.6","0.5","2022-05-12 14:11","0.5","2022-05-12 14:11","0.0","0.0","7.80","19.5","...","5","2022-05-12 10:00","9.8"
"13","1005.1","1008.1","1006.3","2022-05-13 09:06","1003.9","2022-05-13 16:02","27.9","30.5","2022-05-13 11:13","25.8","2022-05-13 00:40","21.9","70","61","2022-05-13 11:14","2.3","130","9.8","220","2022-05-13 13:15","T","0.6","T","2022-05-13 00:18","T","2022-05-13 00:18","0.6","4.6","11.44","30.0","...","7","2022-05-13 14:00","10.0"
"14","1006.8","1009.9","1008.8","2022-05-14 22:07","1004.3","2022-05-14 03:47","24.9","27.6","2022-05-14 01:04","23.4","2022-05-14 08:25","23.6","93","78","2022-05-14 00:01","2.8","120","9.8","220","2022-05-14 15:14","47.0","12.4","7.0","2022-05-14 12:57","14.0","2022-05-14 12:18","0.0","0.0","3.07","12.0","...","3","2022-05-14 15:00","10.0"
"15","1007.6","1010.7","1009.0","2022-05-15 08:26","1006.1","2022-05-15 15:45","22.6","24.4","2022-05-15 00:20","19.4","2022-05-15 23:51","21.9","96","88","2022-05-15 14:25","3.0","360","7.9","10","2022-05-15 11:46","21.0","7.6","5.0","2022-05-15 02:23","11.0","2022-05-15 02:12","0.0","0.0","6.62","7.5","...","5","2022-05-15 14:00","10.0"
"16","1008.0","1011.2","1010.0","2022-05-16 22:30","1006.5","2022-05-16 04:37","18.9","20.3","2022-05-16 09:59","18.1","2022-05-16 18:33","18.6","98","90","2022-05-16 10:02","4.0","10","10.3","360","2022-05-16 17:59","13.0","13.6","1.0","2022-05-16 01:09","4.0","2022-05-16 01:09","0.0","0.0","4.74","5.8","...","3","2022-05-16 10:00","10.0"
"17","1009.5","1012.7","1011.4","2022-05-17 23:01","1007.8","2022-05-17 02:37","21.5","25.7","2022-05-17 14:58","18.1","2022-05-17 01:08","18.9","86","70","2022-05-17 14:58","3.4","360","8.3","340","2022-05-17 15:29","1.0","3.5","0.5","2022-05-17 03:47","0.5","2022-05-17 03:47","1.1","8.3","17.34","14.8","...","10","2022-05-17 12:00","9.5"
"18","1010.1","1013.2","1011.5","2022-05-18 07:40","1008.7","2022-05-18 15:28","24.7","30.2","2022-05-18 13:48","19.7","2022-05-18 04:01","20.5","78","57","2022-05-18 13:49","2.8","360","8.3","300","2022-05-18 14:59","0.0","0.0","0.0","...","0.0","...","5.8","43.8","22.19","18.0","...","11","2022-05-18 13:00","8.3"
"19","1008.1","1011.2","1009.9","2022-05-19 07:08","1006.1","2022-05-19 16:36","26.3","30.1","2022-05-19 14:49","23.3","2022-05-19 02:09","23.1","83","63","2022-05-19 14:50","2.1","360","6.6","260","2022-05-19 15:18","T","0.1","T","2022-05-19 21:34","T","2022-05-19 21:34","6.3","47.5","22.68","8.0","...","10","2022-05-19 13:00","8.0"
"20","1004.5","1007.6","1007.4","2022-05-20 00:01","1002.3","2022-05-20 16:08","26.9","30.6","2022-05-20 13:07","24.3","2022-05-20 05:56","23.5","82","63","2022-05-20 15:31","3.4","340","10.6","310","2022-05-20 13:42","0.0","0.0","0.0","...","0.0","...","9.9","74.5","24.86","7.3","...","10","2022-05-20 12:00","4.0"
"21","1004.9","1007.9","1006.3","2022-05-21 23:08","1003.6","2022-05-21 03:24","26.9","31.0","2022-05-21 11:28","24.0","2022-05-21 04:50","22.5","77","60","2022-05-21 14:55","2.2","20","7.5","300","2022-05-21 11:43","0.0","0.0","0.0","...","0.0","...","8.7","65.4","24.66","7.5","...","10","2022-05-21 13:00","3.3"
"22","1005.0","1008.1","1006.2","2022-05-22 09:01","1003.5","2022-05-22 15:52","27.0","31.0","2022-05-22 11:57","24.4","2022-05-22 06:02","22.4","77","58","2022-05-22 12:41","2.2","10","8.7","320","2022-05-22 13:19","0.0","0.0","0.0","...","0.0","...","6.3","47.3","22.60","19.8","...","12","2022-05-22 13:00","7.0"
"23","1005.7","1008.8","1007.9","2022-05-23 22:08","1004.3","2022-05-23 05:21","27.2","31.2","2022-05-23 11:28","24.6","2022-05-23 03:34","23.1","79","64","2022-05-23 11:01","2.2","10","8.8","300","2022-05-23 12:08","T","0.1","T","2022-05-23 13:44","T","2022-05-23 13:44","3.7","27.8","15.27","6.0","...","10","2022-05-23 12:00","9.0"
"24","1007.5","1010.6","1009.1","2022-05-24 22:08","1006.6","2022-05-24 02:43","27.6","30.4","2022-05-24 15:54","26.1","2022-05-24 05:19","24.7","85","67","2022-05-24 16:36","2.1","160","13.6","200","2022-05-24 12:29","4.0","2.8","2.5","2022-05-24 12:37","3.0","2022-05-24 12:30","1.0","7.5","9.12","23.5","...","5","2022-05-24 14:00","9.0"
"25","1006.1","1009.2","1007.8","2022-05-25 00:01","1004.3","2022-05-25 16:17","27.4","31.5","2022-05-25 10:39","25.1","2022-05-25 03:25","24.6","86","61","2022-05-25 10:45","3.1","130","10.0","190","2022-05-25 11:03","T","1.8","T","2022-05-25 12:23","T","2022-05-25 12:23","3.2","24.0","13.94","35.0","...","10","2022-05-25 11:00","9.5"
"26","1003.7","1006.8","1005.8","2022-05-26 00:01","1001.8","2022-05-26 16:32","26.5","29.2","2022-05-26 12:02","24.8","2022-05-26 07:29","24.9","91","80","2022-05-26 10:36","2.9","130","11.6","190","2022-05-26 12:17","95.0","7.1","10.0","2022-05-26 07:58","38.0","2022-05-26 07:34","1.2","9.0","11.82","14.5","...","9","2022-05-26 12:00","9.5"
"27","1004.0","1007.1","1006.6","2022-05-27 22:24","1002.6","2022-05-27 02:24","26.9","29.1","2022-05-27 11:02","25.3","2022-05-27 00:01","25.4","92","77","2022-05-27 10:54","2.8","160","13.5","180","2022-05-27 11:17","17.0","3.3","9.0","2022-05-27 11:17","10.5","2022-05-27 11:17","0.8","6.0","8.90","20.5","...","5","2022-05-27 11:00","8.8"
"28","1005.3","1008.3","1006.6","2022-05-28 22:32","1004.1","2022-05-28 16:18","28.9","33.0","2022-05-28 13:18","25.5","2022-05-28 05:15","24.2","77","54","2022-05-28 12:45","2.3","220","7.1","240","2022-05-28 14:26","0.0","0.0","0.0","...","0.0","...","11.0","82.2","26.64","32.5","...","13","2022-05-28 12:00","6.5"
"29","1005.1","1008.1","1006.1","2022-05-29 00:01","1003.9","2022-05-29 15:47","29.1","32.1","2022-05-29 11:43","26.2","2022-05-29 05:23","24.2","76","62","2022-05-29 10:58","2.5","240","8.9","260","2022-05-29 12:35","0.0","0.0","0.0","...","0.0","...","11.7","87.4","26.55","27.5","...","12","2022-05-29 12:00","8.3"
"30","1004.9","1008.0","1006.5","2022-05-30 08:58","1003.5","2022-05-30 14:45","29.1","32.4","2022-05-30 14:06","27.1","2022-05-30 03:04","24.3","76","60","2022-05-30 14:31","2.8","240","10.5","190","2022-05-30 08:18","T","0.2","T","2022-05-30 08:18","T","2022-05-30 08:18","6.8","50.7","21.72","42.5","...","13","2022-05-30 13:00","8.0"
"31","1006.0","1009.1","1007.4","2022-05-31 09:28","1003.8","2022-05-31 02:25","29.5","32.1","2022-05-31 13:33","27.2","2022-05-31 03:21","24.8","76","63","2022-05-31 10:52","3.4","210","10.6","210","2022-05-31 11:17","0.0","0.0","0.0","...","0.0","...","9.4","70.1","24.41","40.0","...","12","2022-05-31 13:00","6.8"
