"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1018.7","1020.0","1020.1","2022-10-10 09:13","1017.1","2022-10-10 03:12","20.7","22.1","2022-10-10 00:01","20.0","2022-10-10 09:37","17.4","82","65","2022-10-10 14:37","1.7","70","10.0","80","2022-10-10 14:18","2.5","3.2","0.5","2022-10-10 05:01","1.0","2022-10-10 04:43","0.0","0.0","1.88","13.0","-1.9","...","...","10.0"
"11","1017.5","1018.8","1019.5","2022-10-11 08:34","1016.1","2022-10-11 23:48","21.2","22.3","2022-10-11 13:45","20.2","2022-10-11 10:57","15.1","68","60","2022-10-11 04:53","2.3","70","11.2","110","2022-10-11 14:31","0.0","0.0","0.0","...","0.0","...","0.1","0.9","2.68","15.3","-1.0","...","...","9.8"
"12","1015.5","1016.7","1016.8","2022-10-12 09:52","1014.4","2022-10-12 14:34","22.3","25.0","2022-10-12 11:31","21.2","2022-10-12 02:54","18.8","81","65","2022-10-12 11:38","2.8","70","11.5","80","2022-10-12 12:06","0.5","4.0","0.5","2022-10-12 19:10","0.5","2022-10-12 18:48","0.4","3.5","7.94","13.3","-1.4","...","...","9.8"
"13","1013.6","1014.8","1015.1","2022-10-13 00:01","1011.7","2022-10-13 14:49","23.2","24.7","2022-10-13 13:06","22.0","2022-10-13 00:01","20.1","83","70","2022-10-13 08:15","2.3","70","9.6","90","2022-10-13 18:09","0.5","2.7","0.5","2022-10-13 11:01","0.5","2022-10-13 10:11","0.1","0.9","3.61","10.5","-0.8","...","...","9.8"
"14","1010.9","1012.1","1013.0","2022-10-14 00:01","1009.3","2022-10-14 23:42","23.3","24.9","2022-10-14 19:25","22.0","2022-10-14 06:19","21.8","91","80","2022-10-14 13:48","1.3","70","9.1","100","2022-10-14 20:41","12.0","5.3","1.5","2022-10-14 04:37","4.5","2022-10-14 04:20","0.0","0.0","1.71","11.5","-0.3","...","...","10.0"
"15","1008.2","1009.4","1009.7","2022-10-15 07:10","1007.0","2022-10-15 12:35","23.9","24.9","2022-10-15 15:55","23.3","2022-10-15 02:03","23.3","96","94","2022-10-15 00:01","2.1","70","11.3","80","2022-10-15 22:02","32.0","13.4","2.5","2022-10-15 23:35","6.0","2022-10-15 22:53","0.0","0.0","0.41","7.5","-0.2","...","...","10.0"
"16","1006.8","1008.0","1008.3","2022-10-16 22:15","1005.4","2022-10-16 04:09","25.4","26.0","2022-10-16 11:18","24.5","2022-10-16 00:01","25.0","98","97","2022-10-16 15:01","3.5","70","11.9","60","2022-10-16 05:46","214.5","18.4","12.0","2022-10-16 05:41","46.5","2022-10-16 13:04","0.0","0.0","0.00","5.0","-0.2","...","...","10.0"
"17","1011.4","1012.6","1016.2","2022-10-17 22:37","1007.2","2022-10-17 02:07","23.2","25.2","2022-10-17 02:53","20.1","2022-10-17 23:47","21.6","91","82","2022-10-17 20:40","2.7","80","14.1","90","2022-10-17 04:19","2.5","3.0","0.5","2022-10-17 00:17","1.5","2022-10-17 03:35","0.0","0.0","0.37","12.5","-0.3","...","...","10.0"
"18","1017.2","1018.5","1019.1","2022-10-18 20:30","1015.8","2022-10-18 01:17","19.3","20.2","2022-10-18 11:51","18.7","2022-10-18 03:34","17.2","87","80","2022-10-18 12:08","2.7","70","11.3","80","2022-10-18 12:17","1.0","1.3","0.5","2022-10-18 00:32","0.5","2022-10-18 00:01","0.0","0.0","1.53","12.5","-0.3","...","...","10.0"
"19","1018.3","1019.6","1019.8","2022-10-19 21:26","1016.6","2022-10-19 04:18","21.0","22.6","2022-10-19 13:39","19.4","2022-10-19 00:01","16.0","73","62","2022-10-19 13:55","2.5","70","10.3","80","2022-10-19 10:23","0.0","0.0","0.0","...","0.0","...","0.0","0.0","3.71","15.3","1.7","...","...","9.8"
"20","1017.8","1019.1","1019.3","2022-10-20 09:35","1017.0","2022-10-20 02:47","22.9","24.6","2022-10-20 11:00","21.1","2022-10-20 01:22","17.3","71","62","2022-10-20 11:06","2.6","70","11.2","80","2022-10-20 02:30","0.0","0.0","0.0","...","0.0","...","0.5","4.4","4.87","15.0","1.6","...","...","9.0"
"21","1015.2","1016.4","1017.6","2022-10-21 08:56","1013.4","2022-10-21 13:55","24.6","29.1","2022-10-21 10:50","22.4","2022-10-21 04:13","20.0","77","49","2022-10-21 10:56","2.9","70","11.4","80","2022-10-21 12:52","0.5","0.2","0.5","2022-10-21 20:43","0.5","2022-10-21 19:55","1.6","14.1","8.28","18.8","-0.8","...","...","7.0"
"22","1012.8","1014.0","1015.0","2022-10-22 22:31","1010.4","2022-10-22 14:41","26.4","31.1","2022-10-22 11:46","24.2","2022-10-22 21:31","24.0","87","61","2022-10-22 11:55","3.5","70","11.1","80","2022-10-22 09:30","21.0","4.7","5.0","2022-10-22 18:52","14.5","2022-10-22 18:28","2.7","23.9","9.35","24.0","-0.9","...","...","8.8"
"23","1015.6","1016.8","1017.1","2022-10-23 09:06","1013.9","2022-10-23 02:15","22.7","24.2","2022-10-23 00:01","21.7","2022-10-23 14:22","20.9","90","77","2022-10-23 23:53","1.5","60","8.1","90","2022-10-23 18:57","7.0","11.0","1.5","2022-10-23 11:05","2.5","2022-10-23 10:24","0.0","0.0","3.33","9.0","-1.0","...","...","10.0"
"24","1018.1","1019.4","1019.7","2022-10-24 19:31","1015.6","2022-10-24 02:28","22.4","25.5","2022-10-24 11:17","21.2","2022-10-24 23:30","15.0","64","44","2022-10-24 13:27","3.3","70","13.1","80","2022-10-24 13:27","0.0","0.0","0.0","...","0.0","...","2.7","23.9","9.02","20.8","4.0","...","...","8.0"
"25","1018.9","1020.2","1020.9","2022-10-25 08:16","1017.7","2022-10-25 14:40","22.0","24.6","2022-10-25 11:42","20.8","2022-10-25 02:56","14.0","61","46","2022-10-25 10:06","3.3","70","14.1","60","2022-10-25 11:22","0.0","0.0","0.0","...","0.0","...","1.5","13.3","7.80","23.8","2.8","...","...","9.0"
"26","1015.9","1017.1","1018.2","2022-10-26 00:01","1013.7","2022-10-26 15:06","24.0","28.9","2022-10-26 12:46","20.7","2022-10-26 04:29","16.0","62","38","2022-10-26 13:18","3.3","70","11.2","80","2022-10-26 14:44","0.0","0.0","0.0","...","0.0","...","7.7","68.6","12.25","23.3","3.8","...","...","1.8"
"27","1014.5","1015.7","1015.9","2022-10-27 21:59","1012.6","2022-10-27 13:36","24.8","29.9","2022-10-27 12:41","21.3","2022-10-27 07:06","18.4","69","39","2022-10-27 12:44","3.1","70","12.9","60","2022-10-27 16:30","0.0","0.0","0.0","...","0.0","...","5.9","52.6","11.84","25.0","-2.9","...","...","3.3"
"28","1014.8","1016.0","1016.3","2022-10-28 09:45","1013.0","2022-10-28 14:26","24.2","27.9","2022-10-28 11:22","22.5","2022-10-28 22:54","20.3","80","55","2022-10-28 11:20","3.3","70","13.6","60","2022-10-28 12:53","2.5","1.5","0.5","2022-10-28 21:20","1.5","2022-10-28 20:56","2.8","25.0","8.38","19.5","-1.2","...","...","7.3"
"29","1014.4","1015.6","1015.9","2022-10-29 09:46","1012.9","2022-10-29 23:54","23.0","23.9","2022-10-29 09:56","22.3","2022-10-29 11:20","20.4","86","77","2022-10-29 08:55","3.7","80","12.2","20","2022-10-29 10:00","T","6.2","T","2022-10-29 00:20","T","2022-10-29 00:01","0.0","0.0","1.17","11.5","-0.5","...","...","9.8"
"30","1011.1","1012.3","1012.9","2022-10-30 00:01","1009.8","2022-10-30 13:57","23.3","24.3","2022-10-30 10:37","22.8","2022-10-30 01:01","21.8","91","84","2022-10-30 10:38","3.8","70","13.6","80","2022-10-30 22:07","22.5","9.1","1.5","2022-10-30 15:35","4.5","2022-10-30 22:02","0.0","0.0","0.59","10.5","-0.3","...","...","10.0"
"31","1010.3","1011.5","1014.5","2022-10-31 22:47","1008.2","2022-10-31 03:57","22.2","23.5","2022-10-31 12:12","19.7","2022-10-31 23:29","21.5","96","90","2022-10-31 13:28","2.5","70","15.1","80","2022-10-31 07:37","49.0","17.0","2.5","2022-10-31 16:33","8.0","2022-10-31 16:01","0.0","0.0","1.06","7.8","-0.3","...","...","10.0"
