"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"11","1008.0","...","1010.1","2021-02-11 22:47","1005.6","2021-02-11 14:14","19.4","26.1","2021-02-11 12:11","16.6","2021-02-11 23:41","...","88","63","2021-02-11 12:24","3.2","3","12.4","13","2021-02-11 20:37","11.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1011.0","...","1013.1","2021-02-12 22:38","1009.3","2021-02-12 01:06","19.0","24.1","2021-02-12 15:53","16.5","2021-02-12 00:48","...","85","61","2021-02-12 15:53","2.4","2","9.1","12","2021-02-12 00:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1012.6","...","1014.3","2021-02-13 08:25","1010.6","2021-02-13 16:12","20.6","25.0","2021-02-13 15:22","17.1","2021-02-13 07:06","...","84","63","2021-02-13 11:05","1.7","8","7.8","292","2021-02-13 13:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1011.9","...","1014.0","2021-02-14 09:16","1009.6","2021-02-14 15:33","19.4","25.6","2021-02-14 12:42","16.8","2021-02-14 05:21","...","88","54","2021-02-14 12:42","2.1","6","10.1","277","2021-02-14 14:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1012.4","...","1013.6","2021-02-15 09:05","1011.3","2021-02-15 14:01","20.0","24.7","2021-02-15 12:44","16.2","2021-02-15 06:27","...","79","52","2021-02-15 11:28","1.7","1","7.9","252","2021-02-15 13:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1013.1","...","1015.0","2021-02-16 08:58","1011.1","2021-02-16 15:01","20.8","27.5","2021-02-16 11:31","17.1","2021-02-16 05:54","...","73","35","2021-02-16 11:34","1.6","2","7.6","239","2021-02-16 13:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1015.7","...","1019.0","2021-02-17 22:31","1013.6","2021-02-17 01:16","19.5","24.5","2021-02-17 14:42","15.8","2021-02-17 23:53","...","68","42","2021-02-17 14:42","2.8","4","11.1","323","2021-02-17 16:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1020.3","...","1022.2","2021-02-18 22:15","1018.5","2021-02-18 15:32","17.3","22.0","2021-02-18 13:01","14.5","2021-02-18 03:33","...","58","48","2021-02-18 11:19","1.9","6","9.3","225","2021-02-18 14:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1020.2","...","1022.1","2021-02-19 09:11","1018.5","2021-02-19 16:13","17.7","21.6","2021-02-19 12:52","14.0","2021-02-19 02:11","...","65","45","2021-02-19 16:56","1.3","98","8.9","287","2021-02-19 15:05","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1017.8","...","1020.0","2021-02-20 10:23","1015.7","2021-02-20 15:22","18.4","23.2","2021-02-20 12:15","13.7","2021-02-20 06:45","...","62","29","2021-02-20 12:06","1.1","7","8.2","288","2021-02-20 13:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1015.6","...","1018.2","2021-02-21 09:21","1013.5","2021-02-21 15:38","19.9","25.0","2021-02-21 14:23","14.8","2021-02-21 05:20","...","53","31","2021-02-21 09:33","1.3","111","7.9","242","2021-02-21 13:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1013.7","...","1015.5","2021-02-22 00:01","1011.5","2021-02-22 14:52","21.4","27.5","2021-02-22 11:31","15.8","2021-02-22 06:21","...","58","32","2021-02-22 09:32","1.3","281","8.1","246","2021-02-22 14:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1011.9","...","1013.7","2021-02-23 08:31","1009.8","2021-02-23 14:21","21.5","27.8","2021-02-23 12:01","18.0","2021-02-23 03:21","...","74","45","2021-02-23 12:01","1.8","238","6.7","288","2021-02-23 12:38","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1010.8","...","1013.0","2021-02-24 09:31","1008.5","2021-02-24 16:24","21.5","26.2","2021-02-24 11:33","18.8","2021-02-24 06:33","...","84","67","2021-02-24 11:39","1.8","2","6.4","256","2021-02-24 13:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1008.4","...","1010.8","2021-02-25 00:22","1006.1","2021-02-25 15:53","22.1","27.1","2021-02-25 13:01","18.6","2021-02-25 06:07","...","79","55","2021-02-25 15:44","1.9","4","9.2","283","2021-02-25 13:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1007.2","...","1009.5","2021-02-26 23:21","1005.0","2021-02-26 15:13","23.0","28.6","2021-02-26 15:21","19.0","2021-02-26 06:01","...","76","49","2021-02-26 15:13","1.8","7","9.8","293","2021-02-26 13:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1010.8","...","1013.5","2021-02-27 23:31","1008.7","2021-02-27 14:14","21.7","29.0","2021-02-27 13:41","18.2","2021-02-27 23:40","...","79","49","2021-02-27 13:41","2.2","360","9.6","2","2021-02-27 19:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1013.0","...","1015.0","2021-02-28 09:23","1011.1","2021-02-28 15:32","21.4","27.5","2021-02-28 13:01","16.5","2021-02-28 06:21","...","79","51","2021-02-28 15:41","1.6","6","7.5","247","2021-02-28 12:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
