,觀測時間(day),測站氣壓(hPa),最高氣溫(℃),最低氣溫(℃),相對溼度(%)
213,3,1013.6,29.8,22.5,76
214,4,1012.6,30.6,23.6,74
215,5,1010.4,30.4,23.0,80
216,6,1007.7,33.6,24.3,72
217,7,1009.5,30.5,22.9,78
218,8,1011.6,29.8,18.3,79
219,9,1014.7,27.3,18.2,62
220,10,1014.6,26.4,17.7,51
221,11,1014.5,28.6,15.8,55
222,12,1015.2,27.7,19.2,58
223,13,1014.6,28.1,18.3,72
224,14,1014.2,27.8,16.7,72
225,15,1013.7,28.5,18.7,70
226,16,1014.0,29.1,20.6,75
227,17,1013.5,29.4,20.4,81
228,18,1010.3,30.1,21.2,81
229,19,1008.6,29.5,20.0,81
230,20,1010.0,28.8,20.8,81
231,21,1011.0,30.6,21.9,76
232,22,1012.0,28.8,17.9,78
233,23,1016.2,22.8,16.9,67
234,24,1016.3,26.3,15.5,71
235,25,1014.6,24.2,17.8,78
236,26,1014.4,27.9,19.4,80
237,27,1015.3,27.0,17.7,76
238,28,1015.7,24.2,20.8,93
239,29,1013.0,26.9,20.2,90
240,30,1012.6,27.3,18.9,77
241,1,1014.9,25.3,17.5,82
242,2,1016.2,17.6,15.1,92
243,3,1016.3,19.7,14.3,98
244,4,1017.1,26.2,14.2,85
245,5,1015.6,29.6,17.4,78
246,6,1013.3,28.1,18.8,78
247,7,1011.8,28.8,19.6,80
248,8,1010.6,27.9,20.6,82
249,9,1009.6,29.6,22.2,80
250,10,1008.8,30.8,21.4,74
251,11,1007.7,30.7,23.4,74
252,12,1006.0,30.7,22.9,74
253,13,1004.2,31.1,22.8,79
254,14,1004.5,30.1,23.4,83
255,15,1007.5,30.5,20.6,76
256,16,1009.4,27.7,20.6,72
257,17,1011.5,29.7,19.2,72
258,18,1012.4,28.9,20.1,76
259,19,1012.5,26.8,20.2,82
260,20,1011.3,29.4,20.3,83
261,21,1010.1,31.1,21.2,79
262,22,1009.6,33.3,23.3,82
263,23,1008.3,31.0,24.4,89
264,24,1007.2,32.5,24.5,85
265,25,1006.5,34.5,25.9,75
266,26,1006.4,33.8,26.9,82
267,27,1007.6,33.4,25.8,82
268,28,1008.6,32.9,25.2,87
269,29,1008.1,33.2,25.1,84
270,30,1009.0,32.2,24.2,82
271,1,1003.8,33.3,24.5,85
272,2,1005.0,33.5,24.8,84
273,3,1004.9,32.7,25.5,86
274,4,1004.7,32.5,26.0,89
275,5,1006.0,32.0,24.1,91
276,6,1006.8,33.7,25.5,77
277,7,1007.1,33.7,26.8,76
278,8,1006.2,34.1,27.0,74
279,9,1004.8,33.8,26.5,74
280,10,1005.5,34.7,27.3,74
281,11,1006.2,33.5,27.6,71
282,12,1005.8,33.6,27.5,68
283,13,1003.8,34.6,28.0,73
284,14,1003.7,32.6,27.2,83
285,15,1005.2,31.6,24.6,83
286,16,1005.0,32.6,26.6,79
287,17,1005.0,33.0,27.1,78
288,18,1005.2,33.8,27.1,78
289,19,1006.7,33.1,27.5,77
290,20,1009.0,35.3,28.0,71
291,21,1010.5,34.0,28.1,78
292,22,1009.0,34.1,27.7,77
293,23,1007.2,34.0,27.5,74
294,24,1005.6,33.7,28.5,72
295,25,1006.5,33.8,29.2,74
296,26,1006.4,35.1,28.1,75
297,27,1005.5,33.8,28.0,73
298,28,1004.5,34.5,27.7,68
299,29,1002.8,33.7,28.0,69
300,30,1001.2,32.3,24.1,84
301,31,1002.4,34.0,27.0,75
302,1,1010.6,33.3,25.8,86
303,2,1010.4,33.7,26.3,86
304,3,1010.3,33.8,26.0,84
305,4,1010.3,32.6,26.5,82
306,5,1010.9,33.0,26.2,83
307,6,1011.2,34.7,25.8,86
308,7,1010.8,33.2,25.7,89
309,8,1010.8,31.8,25.2,87
310,9,1011.3,32.4,25.1,88
311,10,1011.2,30.4,21.3,76
312,11,1010.2,29.4,20.1,77
313,12,1008.8,31.5,20.6,76
314,13,1008.0,31.6,22.3,80
315,14,1006.2,32.6,23.3,79
316,15,1003.0,32.4,23.3,84
317,16,1000.8,32.2,24.3,89
318,17,1003.1,31.8,23.0,89
319,18,1007.3,30.2,21.5,77
320,19,1010.5,30.1,20.7,75
321,20,1012.4,31.0,21.7,73
322,21,1011.4,31.6,21.8,78
323,22,1010.2,29.3,23.2,95
324,23,1010.0,31.1,23.8,91
325,24,1010.7,30.3,22.6,84
326,25,1012.9,28.1,22.4,80
327,26,1012.6,28.9,21.6,76
328,27,1010.9,30.2,22.2,78
329,28,1009.5,30.9,22.2,82
330,29,1007.5,31.0,22.4,83
331,30,1004.4,29.0,22.0,91
332,31,1002.8,25.3,21.8,100
333,1,1006.4,33.5,26.8,75
334,2,1005.6,32.7,27.0,79
335,3,1006.1,33.1,27.0,72
336,4,1006.7,31.6,25.5,87
337,5,1005.2,33.0,25.7,81
338,6,1003.9,32.6,25.5,81
339,7,1005.1,30.8,24.7,93
340,8,1006.5,31.8,24.2,89
341,9,1006.8,32.1,24.2,82
342,10,1006.2,33.1,26.2,75
343,11,1007.3,31.5,25.0,80
344,12,1007.5,33.1,24.3,73
345,13,1006.3,32.8,26.3,71
346,14,1007.2,32.7,27.0,72
347,15,1008.5,34.0,26.8,72
348,16,1008.4,33.6,26.5,74
349,17,1007.5,33.1,27.0,73
350,18,1007.0,33.5,26.5,72
351,19,1006.6,33.3,27.1,72
352,20,1005.0,34.1,26.6,71
353,21,1005.8,33.7,26.8,72
354,22,1008.7,33.8,27.0,67
355,23,1009.1,34.1,28.2,67
356,24,1007.0,34.6,27.0,65
357,25,1006.9,33.6,26.2,71
358,26,1008.3,33.3,26.5,74
359,27,1006.8,34.5,26.8,75
360,28,1003.9,34.7,26.3,76
361,29,1002.6,33.0,26.8,82
362,30,1002.6,34.3,26.2,75
363,1,1009.9,29.8,20.7,74
364,2,1011.2,20.8,18.1,96
365,3,1012.6,24.4,17.3,94
366,4,1010.8,29.2,21.2,85
367,5,1009.2,30.5,22.9,83
368,6,1009.7,30.3,22.0,82
369,7,1010.5,32.1,23.4,80
370,8,1010.8,29.9,23.6,83
371,9,1010.2,32.3,23.6,77
372,10,1008.7,32.4,22.2,77
373,11,1007.9,30.2,23.3,86
374,12,1007.2,30.4,24.4,79
375,13,1006.4,31.0,24.1,80
376,14,1008.3,27.0,23.9,91
377,15,1008.6,26.8,21.2,97
378,16,1008.9,21.6,18.6,96
379,17,1010.5,27.1,18.6,87
380,18,1011.1,29.5,20.0,81
381,19,1009.4,29.4,23.4,85
382,20,1005.6,31.6,24.2,84
383,21,1006.1,30.6,23.6,85
384,22,1006.2,31.1,23.9,81
385,23,1007.0,31.2,23.7,91
386,24,1008.9,30.8,24.8,88
387,25,1007.5,30.9,24.6,88
388,26,1005.2,30.4,24.9,90
389,27,1005.4,29.3,25.0,92
390,28,1006.6,32.7,24.4,82
391,29,1006.4,32.6,24.8,81
392,30,1006.3,33.0,26.4,77
393,31,1007.4,32.9,26.6,78
394,1,1015.6,23.0,14.8,59
395,2,1016.6,25.6,13.1,65
396,3,1017.1,25.9,13.7,61
397,4,1018.1,24.7,12.3,57
398,5,1017.2,25.7,14.4,66
399,6,1015.3,26.0,15.3,80
400,7,1016.7,26.8,16.4,74
401,8,1018.8,26.2,15.6,71
402,9,1018.4,26.6,17.3,76
403,10,1017.2,26.2,17.7,78
404,11,1017.6,27.5,17.5,75
405,12,1017.2,27.9,17.6,81
406,13,1016.7,27.0,16.9,74
407,14,1015.6,26.6,16.2,78
408,15,1014.6,27.2,19.6,82
409,16,1014.0,26.4,17.3,84
410,17,1014.6,28.4,16.3,75
411,18,1018.4,20.7,14.7,60
412,19,1018.4,25.1,15.6,62
413,20,1016.7,22.8,17.1,80
414,21,1011.9,24.3,16.8,96
415,22,1011.5,25.2,17.9,90
416,23,1013.0,26.2,18.3,86
417,24,1013.4,27.5,19.2,85
418,25,1017.1,21.3,15.4,86
419,26,1021.1,19.4,14.3,85
420,27,1022.7,18.1,13.6,87
421,28,1021.0,24.1,13.4,83
422,29,1020.1,26.2,17.2,79
423,30,1020.6,24.5,15.5,73
424,31,1021.7,24.0,13.6,64
425,1,1013.6,30.3,18.1,79
426,2,1013.2,29.0,20.3,84
427,3,1013.0,28.9,18.7,87
428,4,1010.8,29.8,19.3,78
429,5,1009.9,30.1,19.6,79
430,6,1011.6,28.7,19.8,85
431,7,1011.5,21.3,13.4,91
432,8,1012.9,22.9,10.9,73
433,9,1013.4,26.5,15.4,65
434,10,1012.7,28.4,15.2,62
435,11,1010.3,29.5,17.5,60
436,12,1010.3,28.1,18.6,74
437,13,1009.9,32.3,18.2,70
438,14,1008.7,31.9,21.1,70
439,15,1007.5,30.7,22.1,71
440,16,1008.7,28.2,21.1,84
441,17,1006.2,30.3,21.7,80
442,18,1004.8,28.9,23.3,82
443,19,1007.3,28.7,22.2,80
444,20,1010.1,30.0,21.4,82
445,21,1010.6,29.8,22.1,93
446,22,1009.7,31.8,21.8,85
447,23,1010.2,22.9,17.3,96
448,24,1011.7,24.3,17.2,98
449,25,1009.0,32.3,20.5,88
450,26,1009.6,33.2,24.8,85
451,27,1009.8,29.2,20.5,91
452,28,1012.7,23.8,18.1,92
453,29,1012.8,28.5,18.8,88
454,30,1012.6,29.9,20.7,92
455,31,1012.8,29.8,22.1,88
456,1,1006.3,33.1,25.9,80
457,2,1006.5,32.7,26.9,83
458,3,1006.1,32.8,26.6,83
459,4,1006.0,34.1,27.0,82
460,5,1005.1,35.5,25.0,88
461,6,1005.3,31.4,26.6,85
462,7,1009.4,33.6,28.2,77
463,8,1009.9,32.9,27.4,83
464,9,1008.6,33.3,26.7,80
465,10,1008.7,33.4,26.7,80
466,11,1009.7,34.1,27.7,80
467,12,1008.9,34.0,26.7,79
468,13,1007.2,34.4,26.6,79
469,14,1006.7,34.0,24.6,79
470,15,1007.2,32.9,25.2,90
471,16,1006.6,33.0,24.9,82
472,17,1003.6,33.0,25.1,81
473,18,1002.1,33.8,26.4,74
474,19,1002.3,33.2,25.0,86
475,20,1002.5,32.1,25.0,93
476,21,998.8,32.6,25.2,86
477,22,993.5,32.1,26.7,86
478,23,991.9,32.1,26.4,87
479,24,994.6,31.9,26.5,87
480,25,997.0,31.5,25.5,95
481,26,996.7,32.5,27.1,90
482,27,995.0,34.3,26.4,86
483,28,996.8,33.2,25.7,91
484,29,1000.0,31.6,25.2,93
485,30,1001.6,27.8,25.0,99
486,31,1000.7,26.0,23.9,100
487,1,1005.5,32.0,24.6,83
488,2,1006.2,33.6,26.6,76
489,3,1004.6,33.7,26.8,74
490,4,1002.1,34.5,27.7,77
491,5,1002.8,29.5,24.6,95
492,6,1004.4,26.5,14.8,97
493,7,1007.5,30.4,26.5,85
494,8,1007.6,34.1,25.1,82
495,9,1006.4,32.9,25.7,78
496,10,1004.9,33.1,26.1,77
497,11,1005.7,33.6,26.4,79
498,12,1008.2,35.0,26.2,80
499,13,1007.9,34.1,26.7,80
500,14,1005.2,33.6,26.6,78
501,15,1003.7,33.1,26.9,85
502,16,1005.8,30.6,25.6,94
503,17,1007.0,32.3,25.2,87
504,18,1005.7,32.4,26.4,86
505,19,1003.7,31.7,25.1,93
506,20,1002.1,28.3,25.3,99
507,21,1002.4,31.8,25.1,95
508,22,1004.3,28.4,24.6,97
509,23,1005.5,30.4,24.0,91
510,24,1006.2,31.6,23.5,94
511,25,1005.6,29.8,23.5,92
512,26,1007.0,32.5,24.1,89
513,27,1006.2,31.5,24.5,97
514,28,1005.4,28.9,24.3,99
515,29,1005.8,31.0,24.9,96
516,30,1006.4,32.6,25.0,86
517,1,997.6,29.2,23.9,98
518,2,997.1,27.0,24.8,100
519,3,997.9,31.2,24.6,96
520,4,998.1,31.1,25.4,97
521,5,997.7,27.9,25.2,99
522,6,997.0,29.2,25.6,97
523,7,999.7,28.3,25.5,100
524,8,1004.4,28.0,24.7,100
525,9,1005.9,30.6,24.7,97
526,10,1006.4,31.7,25.2,93
527,11,1008.0,32.0,25.2,88
528,12,1008.5,31.9,25.5,86
529,13,1006.4,30.2,25.7,91
530,14,1006.9,29.7,23.9,98
531,15,1009.7,32.4,24.3,83
532,16,1011.1,33.4,26.7,81
533,17,1008.9,33.0,26.4,80
534,18,1006.8,32.4,26.3,83
535,19,1007.1,33.2,26.6,80
536,20,1008.0,32.8,25.9,76
537,21,1007.1,32.9,26.1,76
538,22,1006.1,32.7,25.1,72
539,23,1006.4,33.2,26.6,75
540,24,1007.1,33.4,26.7,82
541,25,1008.3,33.1,25.9,80
542,26,1009.8,33.4,23.9,79
543,27,1009.8,34.3,24.2,79
544,28,1009.1,33.7,26.0,79
545,29,1009.0,33.2,26.4,78
546,30,1009.1,28.6,25.4,92
547,31,1009.0,32.6,25.3,82
548,1,1006.3,30.5,24.5,78
549,2,1007.8,31.3,24.0,78
550,3,1009.0,31.1,23.5,77
551,4,1010.4,31.2,23.0,72
552,5,1013.5,27.5,20.5,66
553,6,1014.2,26.5,19.1,65
554,7,1012.9,26.0,19.3,73
555,8,1011.1,28.8,20.0,75
556,9,1013.1,26.5,18.6,70
557,10,1015.4,29.5,17.6,71
558,11,1015.8,29.2,18.8,72
559,12,1013.8,29.5,20.2,72
560,13,1011.6,30.0,22.6,74
561,14,1010.8,30.5,22.0,73
562,15,1010.2,31.0,20.2,71
563,16,1010.7,29.2,20.7,73
564,17,1011.4,32.5,21.8,65
565,18,1011.0,29.0,23.5,68
566,19,1010.0,28.0,23.0,68
567,20,1009.4,29.3,22.7,70
568,21,1008.2,29.8,24.5,67
569,22,1005.3,30.3,22.6,79
570,23,1004.5,32.5,23.0,76
571,24,1007.5,29.5,24.0,75
572,25,1009.7,27.0,22.5,85
573,26,1011.6,25.5,22.5,88
574,27,1013.2,26.7,21.3,85
575,28,1012.6,29.1,22.1,77
576,29,1010.2,26.1,22.0,88
577,30,1010.0,29.3,21.3,76
578,1,1011.3,30.0,22.0,70
579,2,1010.0,31.0,21.3,74
580,3,1011.6,29.8,21.5,69
581,4,1012.9,28.3,20.8,64
582,5,1012.7,29.5,21.5,67
583,6,1008.7,28.0,21.0,89
584,7,1011.3,29.1,23.0,93
585,8,1012.8,26.8,20.3,87
586,9,1013.2,23.1,19.7,87
587,10,1014.9,27.3,19.3,82
588,11,1015.3,29.2,19.0,74
589,12,1013.5,28.2,19.3,75
590,13,1012.3,27.5,22.0,83
591,14,1013.8,26.7,22.0,89
592,15,1015.4,28.2,21.1,86
593,16,1013.8,29.3,22.0,85
594,17,1012.3,30.3,22.7,78
595,18,1010.5,30.8,22.3,77
596,19,1009.5,28.8,26.1,72
597,20,1010.3,33.0,25.1,73
598,21,1012.0,30.2,24.5,85
599,22,1014.4,31.5,23.5,83
600,23,1015.5,30.0,22.5,84
601,24,1015.7,29.5,22.2,76
602,25,1015.1,29.0,22.0,78
603,26,1015.3,30.1,21.8,82
604,27,1015.8,29.5,21.2,79
605,28,1016.5,29.5,19.3,73
606,29,1016.8,27.6,19.1,74
607,30,1016.9,26.1,19.5,73
608,1,1020.5,21.2,10.5,63
609,2,1018.7,23.1,10.7,72
610,3,1018.5,25.0,12.5,73
611,4,1016.8,26.0,15.0,79
612,5,1015.5,25.3,16.3,78
613,6,1014.9,21.5,16.0,76
614,7,1015.9,17.5,12.5,86
615,8,1019.2,12.6,9.1,73
616,9,1019.6,16.0,9.1,55
617,10,1019.0,21.0,8.2,60
618,11,1018.9,19.5,11.6,68
619,12,1018.0,17.5,9.7,63
620,13,1015.9,23.3,8.6,60
621,14,1014.9,22.8,11.1,60
622,15,1013.1,24.3,12.0,64
623,16,1013.7,25.0,13.0,70
624,17,1017.8,21.8,13.0,68
625,18,1018.6,21.2,10.7,69
626,19,1016.9,22.5,12.8,69
627,20,1015.2,25.0,14.1,78
628,21,1012.3,25.6,16.3,81
629,22,1008.7,25.0,19.2,88
630,23,1010.4,24.7,17.5,93
631,24,1014.1,24.3,15.7,86
632,25,1014.4,27.7,15.3,67
633,26,1013.8,25.0,15.5,80
634,27,1014.3,24.5,15.3,85
635,28,1016.5,24.0,14.5,76
636,29,1018.4,22.3,13.2,66
637,30,1020.0,20.7,16.5,77
638,31,1019.4,24.2,13.7,69
639,1,1010.5,30.0,22.5,68
640,2,1011.9,31.1,23.2,67
641,3,1011.4,29.2,24.1,84
642,4,1009.6,32.5,23.3,71
643,5,1010.7,32.1,24.0,74
644,6,1012.4,31.5,22.5,70
645,7,1010.6,32.5,25.3,71
646,8,1007.9,33.2,26.5,77
647,9,1007.5,32.2,26.2,75
648,10,1007.4,31.8,26.3,73
649,11,1007.4,32.7,26.0,77
650,12,1007.3,34.0,25.8,73
651,13,1007.6,33.0,26.8,80
652,14,1007.6,34.0,27.2,63
653,15,1007.4,35.2,26.7,61
654,16,1007.9,33.5,28.1,73
655,17,1008.4,33.2,27.2,78
656,18,1008.3,33.0,28.5,75
657,19,1007.0,35.2,28.0,72
658,20,1007.5,33.1,28.6,72
659,21,1007.0,34.2,27.7,75
660,22,1006.1,33.8,27.7,75
661,23,1006.7,34.5,28.3,71
662,24,1008.0,34.3,28.1,72
663,25,1008.1,34.7,28.0,68
664,26,1007.8,33.0,27.2,74
665,27,1007.7,34.3,28.1,73
666,28,1007.6,34.0,27.3,78
667,29,1005.9,33.1,25.0,83
668,30,1003.9,28.5,25.2,95
669,31,1003.6,32.5,25.7,89
670,1,1017.0,27.3,13.6,51
671,2,1016.8,26.6,14.7,59
672,3,1018.7,24.5,14.7,74
673,4,1018.6,25.0,15.1,74
674,5,1017.0,24.7,15.8,81
675,6,1015.2,26.0,15.8,72
676,7,1015.1,27.3,14.5,77
677,8,1016.0,25.1,14.0,81
678,9,1015.6,24.5,16.2,77
679,10,1011.3,24.0,17.0,82
680,11,1008.0,26.1,16.6,88
681,12,1011.0,24.1,16.5,85
682,13,1012.6,25.0,17.1,84
683,14,1011.9,25.6,16.8,88
684,15,1012.4,24.7,16.2,79
685,16,1013.1,27.5,17.1,73
686,17,1015.7,24.5,15.8,68
687,18,1020.3,22.0,14.5,58
688,19,1020.2,21.6,14.0,65
689,20,1017.8,23.2,13.7,62
690,21,1015.6,25.0,14.8,53
691,22,1013.7,27.5,15.8,58
692,23,1011.9,27.8,18.0,74
693,24,1010.8,26.2,18.8,84
694,25,1008.4,27.1,18.6,79
695,26,1007.2,28.6,19.0,76
696,27,1010.8,29.0,18.2,79
697,28,1013.0,27.5,16.5,79
698,1,1015.8,28.0,18.3,74
699,2,1013.9,28.6,18.5,70
700,3,1013.7,25.2,17.8,66
701,4,1013.8,26.1,17.7,71
702,5,1014.7,26.7,18.0,71
703,6,1014.3,27.3,17.7,77
704,7,1014.7,28.7,20.0,79
705,8,1014.1,25.5,18.8,83
706,9,1013.0,25.1,18.7,86
707,10,1012.5,26.8,20.3,88
708,11,1011.6,29.0,20.1,87
709,12,1011.3,28.2,20.3,83
710,13,1012.0,30.5,19.2,77
711,14,1014.5,26.5,17.3,79
712,15,1017.1,26.0,16.1,75
713,16,1017.6,25.2,16.6,75
714,17,1016.7,26.1,16.3,75
715,18,1016.4,26.5,17.8,78
716,19,1017.2,24.1,16.5,79
717,20,1018.0,24.0,16.1,73
718,21,1017.0,19.0,16.6,90
719,22,1015.2,25.5,16.2,83
720,23,1012.8,24.0,18.6,88
721,24,1011.4,26.7,18.2,82
722,25,1014.7,26.5,17.2,75
723,26,1014.8,26.8,16.2,66
724,27,1012.6,27.3,17.5,76
725,28,1010.9,28.0,18.5,78
726,29,1010.3,28.7,19.3,79
727,30,1016.1,20.3,12.1,67
728,31,1021.3,13.5,11.0,54
729,1,1012.9,30.4,18.9,72
730,2,1013.8,27.7,17.6,70
731,3,1016.3,24.8,16.8,73
