"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","994.6","...","996.4","2022-06-10 00:01","993.1","2022-06-10 15:41","25.7","30.0","2022-06-10 14:05","21.6","2022-06-10 04:36","...","88","60","2022-06-10 14:00","0.3","123","4.2","257","2022-06-10 16:12","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","996.2","...","998.6","2022-06-11 22:58","994.0","2022-06-11 04:45","25.1","31.0","2022-06-11 10:13","20.7","2022-06-11 23:53","...","87","50","2022-06-11 09:53","0.5","127","7.6","275","2022-06-11 10:22","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","996.7","...","998.0","2022-06-12 09:39","995.7","2022-06-12 16:55","23.8","25.7","2022-06-12 16:15","20.2","2022-06-12 02:45","...","97","87","2022-06-12 17:22","0.2","124","4.0","143","2022-06-12 02:45","13.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","993.7","...","995.9","2022-06-13 00:03","992.5","2022-06-13 14:20","27.7","33.4","2022-06-13 13:19","21.3","2022-06-13 05:12","...","74","47","2022-06-13 10:37","0.6","270","7.4","274","2022-06-13 11:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","995.1","...","998.4","2022-06-14 22:37","993.2","2022-06-14 13:44","28.5","33.8","2022-06-14 12:51","23.2","2022-06-14 05:37","...","69","43","2022-06-14 11:36","0.7","264","10.0","280","2022-06-14 13:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","997.8","...","999.7","2022-06-15 22:55","995.6","2022-06-15 07:45","25.1","27.7","2022-06-15 12:30","22.1","2022-06-15 15:32","...","92","75","2022-06-15 12:36","0.1","124","4.5","279","2022-06-15 14:18","11.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","998.1","...","1001.1","2022-06-16 09:15","996.8","2022-06-16 14:06","25.3","29.3","2022-06-16 12:37","20.3","2022-06-16 09:23","...","88","62","2022-06-16 12:14","0.3","126","7.5","247","2022-06-16 08:05","9.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","996.6","...","997.7","2022-06-17 22:27","995.8","2022-06-17 16:42","27.3","31.4","2022-06-17 11:06","22.3","2022-06-17 04:36","...","78","54","2022-06-17 11:02","0.5","104","7.9","279","2022-06-17 14:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","996.0","...","997.3","2022-06-18 21:57","994.8","2022-06-18 13:58","28.6","33.4","2022-06-18 13:03","23.1","2022-06-18 04:36","...","70","46","2022-06-18 13:03","0.4","273","6.8","260","2022-06-18 16:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","995.7","...","996.5","2022-06-19 07:06","994.3","2022-06-19 15:10","28.9","34.1","2022-06-19 13:35","23.5","2022-06-19 05:23","...","69","46","2022-06-19 10:52","0.5","268","6.2","273","2022-06-19 15:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","994.0","...","995.2","2022-06-20 00:01","992.5","2022-06-20 16:05","29.2","34.3","2022-06-20 13:32","23.3","2022-06-20 04:13","...","67","45","2022-06-20 10:53","0.7","125","7.0","246","2022-06-20 09:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","995.2","...","997.4","2022-06-21 23:29","992.5","2022-06-21 02:11","29.2","33.7","2022-06-21 14:47","23.0","2022-06-21 21:22","...","67","30","2022-06-21 21:43","0.5","124","4.9","276","2022-06-21 08:12","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","998.3","...","1000.2","2022-06-22 22:06","996.3","2022-06-22 02:10","29.2","34.4","2022-06-22 14:25","...","...","...","65","40","2022-06-22 01:32","0.4","272","5.6","268","2022-06-22 15:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","998.7","...","1000.5","2022-06-23 08:11","996.7","2022-06-23 14:38","27.9","34.1","2022-06-23 12:19","20.5","2022-06-23 16:42","...","73","46","2022-06-23 10:02","0.3","123","4.4","131","2022-06-23 15:45","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","997.1","...","998.5","2022-06-24 08:02","995.6","2022-06-24 14:09","27.2","33.0","2022-06-24 12:20","...","...","...","79","50","2022-06-24 10:23","0.3","266","6.7","132","2022-06-24 15:20","8.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","996.9","...","998.5","2022-06-25 21:26","994.9","2022-06-25 02:01","26.3","32.5","2022-06-25 11:20","18.8","2022-06-25 05:22","...","82","52","2022-06-25 11:22","0.3","106","5.2","284","2022-06-25 13:06","19.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","998.7","...","1000.2","2022-06-26 09:09","997.0","2022-06-26 02:11","28.0","33.8","2022-06-26 14:22","21.2","2022-06-26 05:03","...","75","41","2022-06-26 11:37","0.1","93","3.5","284","2022-06-26 14:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","997.2","...","999.1","2022-06-27 07:41","995.4","2022-06-27 19:48","28.5","33.7","2022-06-27 14:08","21.2","2022-06-27 04:42","...","72","45","2022-06-27 13:37","0.3","114","4.2","126","2022-06-27 18:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","994.2","...","996.0","2022-06-28 07:27","992.2","2022-06-28 23:56","28.6","33.6","2022-06-28 11:24","21.6","2022-06-28 00:23","...","72","51","2022-06-28 00:42","0.3","125","4.5","134","2022-06-28 23:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","993.1","...","994.9","2022-06-29 18:43","990.9","2022-06-29 16:22","28.1","32.2","2022-06-29 12:38","21.1","2022-06-29 19:02","...","75","60","2022-06-29 13:22","0.4","274","6.8","291","2022-06-29 18:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","992.6","...","994.5","2022-06-30 00:01","990.8","2022-06-30 17:07","29.3","35.1","2022-06-30 11:11","21.0","2022-06-30 01:42","...","63","43","2022-06-30 11:02","0.8","111","7.2","129","2022-06-30 17:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
