"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1000.7","1010.5","1002.6","2022-05-10 00:04","998.6","2022-05-10 14:44","25.9","31.7","2022-05-10 13:59","22.1","2022-05-10 04:14","21.7","79","56","2022-05-10 14:01","0.9","350","6.8","330","2022-05-10 14:48","0.5","1.4","0.5","2022-05-10 19:42","0.5","2022-05-10 19:42","6.3","47.8","21.56","11.8","-1.5","8","2022-05-10 13:00","7.0"
"11","999.9","1009.7","1002.2","2022-05-11 10:13","998.3","2022-05-11 15:55","25.6","30.5","2022-05-11 15:03","22.7","2022-05-11 10:24","22.2","83","57","2022-05-11 15:41","0.9","230","5.4","240","2022-05-11 14:34","31.0","5.2","5.5","2022-05-11 10:06","10.0","2022-05-11 09:27","3.7","28.0","15.15","14.3","-3.2","9","2022-05-11 13:00","8.0"
"12","999.0","1008.8","1000.1","2022-05-12 08:21","997.8","2022-05-12 14:44","24.8","29.8","2022-05-12 10:28","22.3","2022-05-12 23:00","22.4","87","63","2022-05-12 10:59","0.9","180","8.0","180","2022-05-12 15:13","12.0","6.0","6.5","2022-05-12 15:59","9.0","2022-05-12 15:59","0.5","3.8","9.84","11.8","-0.8","7","2022-05-12 11:00","9.8"
"13","998.0","1007.9","999.8","2022-05-13 22:27","996.9","2022-05-13 03:53","24.4","28.0","2022-05-13 12:28","21.6","2022-05-13 03:55","22.3","89","66","2022-05-13 12:37","0.9","190","5.5","220","2022-05-13 22:20","9.5","3.6","2.5","2022-05-13 00:24","4.0","2022-05-13 00:10","0.0","0.0","6.46","14.3","-1.7","3","2022-05-13 13:00","10.0"
"14","1000.1","1010.0","1002.2","2022-05-14 22:23","998.0","2022-05-14 02:08","22.7","24.9","2022-05-14 15:11","21.5","2022-05-14 05:15","22.1","96","86","2022-05-14 16:15","0.8","360","5.2","30","2022-05-14 19:18","37.5","14.3","2.0","2022-05-14 07:42","7.5","2022-05-14 07:37","0.0","0.0","5.15","9.0","-1.1","3","2022-05-14 13:00","10.0"
"15","1000.9","1011.0","1002.4","2022-05-15 09:22","999.1","2022-05-15 16:08","20.5","22.9","2022-05-15 10:40","18.1","2022-05-15 23:56","19.0","91","80","2022-05-15 12:30","2.0","360","7.0","330","2022-05-15 12:43","33.5","7.3","3.0","2022-05-15 03:51","10.0","2022-05-15 03:39","0.0","0.0","6.25","15.0","-1.6","3","2022-05-15 11:00","10.0"
"16","1001.4","1011.5","1003.0","2022-05-16 22:05","1000.1","2022-05-16 03:17","17.9","18.8","2022-05-16 14:21","17.3","2022-05-16 23:08","17.1","95","91","2022-05-16 11:39","1.9","360","6.6","10","2022-05-16 07:51","76.5","17.5","4.5","2022-05-16 00:25","13.5","2022-05-16 00:16","0.0","0.0","4.37","7.8","-1.0","3","2022-05-16 11:00","10.0"
"17","1002.8","1012.8","1004.5","2022-05-17 21:57","1001.3","2022-05-17 02:49","20.6","24.9","2022-05-17 15:28","17.0","2022-05-17 03:05","17.6","84","67","2022-05-17 15:14","1.2","360","4.9","20","2022-05-17 16:30","10.0","2.5","2.0","2022-05-17 01:37","5.0","2022-05-17 01:19","0.3","2.3","12.04","13.8","-1.9","6","2022-05-17 12:00","9.5"
"18","1003.0","1013.0","1004.9","2022-05-18 08:51","1001.3","2022-05-18 16:15","24.2","30.7","2022-05-18 14:38","17.8","2022-05-18 03:47","19.9","78","55","2022-05-18 12:36","1.1","350","7.0","360","2022-05-18 15:00","0.0","0.0","0.0","...","0.0","...","11.1","83.3","27.11","16.3","2.3","10","2022-05-18 12:00","5.0"
"19","1000.8","1010.6","1002.7","2022-05-19 06:57","998.1","2022-05-19 17:23","26.5","31.3","2022-05-19 14:22","22.2","2022-05-19 05:17","22.2","79","52","2022-05-19 14:00","1.1","340","6.0","350","2022-05-19 16:26","0.0","0.0","0.0","...","0.0","...","5.6","42.0","20.85","13.8","5.2","7","2022-05-19 14:00","8.5"
"20","997.7","1007.4","1000.2","2022-05-20 00:01","995.5","2022-05-20 16:38","26.6","31.8","2022-05-20 14:44","23.6","2022-05-20 23:57","22.1","77","52","2022-05-20 15:17","1.8","350","8.2","350","2022-05-20 13:31","0.0","0.0","0.0","...","0.0","...","10.6","79.4","27.08","13.0","3.9","10","2022-05-20 13:00","5.5"
"21","997.8","1007.7","999.3","2022-05-21 22:49","996.3","2022-05-21 01:39","25.1","28.6","2022-05-21 13:36","23.1","2022-05-21 01:26","21.2","80","67","2022-05-21 13:32","1.1","320","6.9","350","2022-05-21 15:39","T","0.2","T","2022-05-21 17:32","T","2022-05-21 17:32","0.2","1.5","12.52","12.5","-2.8","5","2022-05-21 13:00","9.5"
"22","998.1","1007.9","999.5","2022-05-22 09:35","996.5","2022-05-22 14:01","25.7","30.1","2022-05-22 13:52","22.8","2022-05-22 01:08","22.1","81","64","2022-05-22 13:23","1.0","320","6.4","350","2022-05-22 14:37","T","0.4","T","2022-05-22 00:01","T","2022-05-22 00:01","1.4","10.5","14.44","10.5","2.5","6","2022-05-22 13:00","9.8"
"23","998.9","1008.7","1000.7","2022-05-23 22:25","997.5","2022-05-23 02:31","26.3","29.9","2022-05-23 13:44","23.7","2022-05-23 05:22","22.1","78","63","2022-05-23 12:57","1.2","360","7.2","320","2022-05-23 16:56","0.0","0.0","0.0","...","0.0","...","2.7","20.2","17.82","12.5","-1.5","9","2022-05-23 13:00","9.0"
"24","1000.7","1010.5","1002.6","2022-05-24 22:28","999.6","2022-05-24 13:40","26.2","29.7","2022-05-24 11:09","24.1","2022-05-24 05:47","23.3","85","69","2022-05-24 12:56","1.0","260","8.0","210","2022-05-24 16:07","4.5","2.3","1.0","2022-05-24 16:53","3.5","2022-05-24 16:53","0.6","4.5","12.18","10.5","-0.3","6","2022-05-24 12:00","9.3"
"25","999.1","1009.0","1001.0","2022-05-25 00:01","997.6","2022-05-25 15:34","25.5","28.5","2022-05-25 09:42","24.0","2022-05-25 04:47","24.5","95","76","2022-05-25 09:48","0.7","220","4.7","180","2022-05-25 20:00","12.0","6.7","1.0","2022-05-25 14:01","3.5","2022-05-25 13:27","0.0","0.0","7.12","10.0","-1.3","4","2022-05-25 10:00","9.5"
"26","996.3","1006.1","998.7","2022-05-26 00:01","994.3","2022-05-26 18:30","25.2","30.6","2022-05-26 12:37","23.9","2022-05-26 02:38","23.9","93","65","2022-05-26 12:18","1.1","200","12.1","190","2022-05-26 14:10","46.0","6.6","6.0","2022-05-26 14:43","17.5","2022-05-26 14:15","0.0","0.0","8.57","14.8","/","7","2022-05-26 13:00","10.0"
"27","996.7","1006.5","999.4","2022-05-27 22:40","994.6","2022-05-27 02:02","24.7","27.9","2022-05-27 13:46","23.5","2022-05-27 04:34","24.3","98","82","2022-05-27 13:52","0.8","200","9.7","190","2022-05-27 14:20","168.0","11.2","16.5","2022-05-27 17:22","59.5","2022-05-27 16:53","0.1","0.7","5.17","8.0","/","6","2022-05-27 13:00","10.0"
"28","998.0","1007.8","999.7","2022-05-28 22:25","996.8","2022-05-28 02:52","27.4","31.7","2022-05-28 13:36","23.8","2022-05-28 03:21","23.9","82","60","2022-05-28 13:17","1.3","200","7.0","230","2022-05-28 16:28","T","0.1","T","2022-05-28 10:08","T","2022-05-28 10:08","4.2","31.2","16.93","17.0","/","10","2022-05-28 12:00","8.3"
"29","997.8","1007.6","998.9","2022-05-29 00:01","996.7","2022-05-29 13:45","28.2","32.7","2022-05-29 13:53","23.8","2022-05-29 05:10","23.3","75","53","2022-05-29 10:50","1.5","210","7.1","210","2022-05-29 13:39","0.0","0.0","0.0","...","0.0","...","8.2","60.9","21.78","20.0","2.2","9","2022-05-29 11:00","6.5"
"30","997.7","1007.4","999.0","2022-05-30 07:46","996.1","2022-05-30 14:34","28.4","31.7","2022-05-30 15:45","24.9","2022-05-30 04:59","23.6","76","64","2022-05-30 16:21","1.5","210","9.2","230","2022-05-30 11:38","T","0.1","T","2022-05-30 11:34","T","2022-05-30 11:34","5.4","40.1","15.94","20.0","-2.4","7","2022-05-30 13:00","6.5"
"31","999.0","1008.7","1000.1","2022-05-31 09:27","997.2","2022-05-31 02:49","27.4","31.4","2022-05-31 11:10","25.5","2022-05-31 04:39","24.4","84","63","2022-05-31 10:40","1.2","180","10.4","180","2022-05-31 15:29","6.5","0.6","2.5","2022-05-31 14:18","2.5","2022-05-31 14:18","3.4","25.2","16.61","15.8","-2.4","8","2022-05-31 13:00","7.5"
